Row ID,Order Date,Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost
931,12/2/2011,Standard Class,Consumer,Technology,172.368,4,0.6,-107.832,13.61
932,12/2/2011,Standard Class,Corporate,Technology,89.97,3,0,18.8937,13.48
933,12/2/2011,Standard Class,Consumer,Office Supplies,143.856,9,0.2,48.5514,11.95
934,12/2/2011,Standard Class,Consumer,Office Supplies,174.5184,7,0.47,-95.5416,10.63
935,12/2/2011,Standard Class,Consumer,Furniture,168.6825,9,0.25,-2.4975,10.58
936,12/2/2011,Standard Class,Consumer,Office Supplies,113.952,4,0.6,-111.168,9.41
937,12/2/2011,Standard Class,Consumer,Office Supplies,146.88,3,0,52.83,8.93
938,12/2/2011,Standard Class,Consumer,Furniture,181.17,9,0,36.18,8.7
939,12/2/2011,First Class,Consumer,Technology,82.26,1,0,18.08,8.35
940,12/2/2011,Second Class,Corporate,Office Supplies,35.397,3,0.1,13.347,8.2
941,12/2/2011,Standard Class,Consumer,Office Supplies,48.896,2,0.2,18.336,7.96
942,12/2/2011,Standard Class,Consumer,Office Supplies,73.1,5,0,19.7,7.89
943,12/2/2011,Standard Class,Consumer,Furniture,89.504,2,0.2,-1.136,7.46
944,12/2/2011,First Class,Consumer,Technology,75.96,1,0,16.71,5.81
945,2/13/2011,Standard Class,Consumer,Office Supplies,70.56,6,0,14.04,5.72
946,2/14/2011,Standard Class,Consumer,Office Supplies,51.03,5,0.1,1.68,5.45
947,2/14/2011,First Class,Consumer,Office Supplies,23.97,1,0,0.45,5.45
948,2/14/2011,Standard Class,Consumer,Office Supplies,77.16,4,0,11.52,4.15
949,2/14/2011,Standard Class,Corporate,Office Supplies,60.966,1,0.7,-79.284,4.13
950,2/14/2011,Standard Class,Corporate,Office Supplies,83.25,3,0,18.27,4.1
951,2/14/2011,First Class,Corporate,Office Supplies,29.1,2,0,6.36,3.72
952,2/14/2011,Standard Class,Consumer,Office Supplies,25.984,2,0.2,-1.624,3.59
953,2/14/2011,Standard Class,Consumer,Office Supplies,47.0958,2,0.47,-5.3442,2.83
954,2/14/2011,Standard Class,Consumer,Office Supplies,77.424,4,0.6,-116.136,2.75
955,2/14/2011,Standard Class,Consumer,Office Supplies,37.92,3,0,8.7,2.6
956,2/14/2011,Second Class,Consumer,Office Supplies,15.96,1,0,1.59,2.49
957,2/14/2011,First Class,Consumer,Office Supplies,53.775,3,0.5,-38.745,2.42
958,2/14/2011,Second Class,Consumer,Office Supplies,25.191,3,0.1,6.111,2.41
959,2/14/2011,Standard Class,Consumer,Furniture,25.2,1,0,5.52,2.15
960,2/14/2011,Same Day,Home Office,Office Supplies,6.72,4,0,3.36,1.6
961,2/14/2011,Standard Class,Consumer,Office Supplies,11.64,3,0,3.3756,0.96
962,2/14/2011,Standard Class,Consumer,Office Supplies,13.66,1,0,6.28,0.85
963,2/14/2011,Standard Class,Consumer,Office Supplies,111.72,4,0,45.72,0.81
964,2/14/2011,Second Class,Corporate,Office Supplies,5.76,2,0,2.8224,0.72
965,2/14/2011,Standard Class,Consumer,Office Supplies,14.301,7,0.7,-10.4874,0.63
966,2/14/2011,Standard Class,Consumer,Office Supplies,7.856,2,0.2,2.8478,0.24
967,2/14/2011,Standard Class,Consumer,Office Supplies,3.488,2,0.2,1.1772,0.16
968,2/15/2011,Second Class,Consumer,Office Supplies,17.28,4,0.5,-13.92,0.05
969,2/15/2011,Same Day,Corporate,Technology,3227.7,5,0,742.35,244.67
970,2/15/2011,Second Class,Consumer,Technology,755.0868,3,0.002,225.4668,195.53
971,2/15/2011,Same Day,Corporate,Furniture,990.468,3,0.1,242.028,138.31
972,2/15/2011,Same Day,Corporate,Technology,379.44,8,0,128.88,60.29
973,2/15/2011,First Class,Consumer,Technology,354.15,3,0,173.52,49.65
974,2/15/2011,Same Day,Corporate,Furniture,219.834,3,0.1,90.324,44.99
975,2/15/2011,Standard Class,Consumer,Furniture,362.5047,1,0.07,74.0547,44.94
976,2/15/2011,Standard Class,Corporate,Office Supplies,395.82,3,0,3.9,43.98
977,2/15/2011,Standard Class,Consumer,Technology,479.96,4,0,134.3888,34.21
978,2/15/2011,Second Class,Consumer,Technology,159.66,3,0,79.8,29.45
979,2/15/2011,Second Class,Consumer,Office Supplies,335.583,9,0.1,81.783,25.71
980,2/15/2011,Second Class,Consumer,Furniture,63.3,5,0,24,25.59
981,2/15/2011,Second Class,Consumer,Office Supplies,74.64,4,0,9.68,19.26
982,2/15/2011,Standard Class,Consumer,Office Supplies,179.48,2,0,52.04,17.86
983,2/15/2011,Standard Class,Home Office,Office Supplies,144.342,3,0.1,35.262,14.62
984,2/15/2011,Standard Class,Consumer,Office Supplies,74.0781,3,0.47,-30.7719,10.32
985,2/15/2011,Standard Class,Corporate,Office Supplies,158.4,9,0,41.04,9.71
986,2/15/2011,First Class,Consumer,Office Supplies,35.55,3,0,7.74,8.05
987,2/15/2011,Same Day,Corporate,Furniture,50.31,1,0,19.11,7.71
988,2/15/2011,Standard Class,Consumer,Office Supplies,40.587,2,0.17,-1.473,7.56
989,2/15/2011,First Class,Consumer,Office Supplies,36.18,3,0,10.08,6.42
990,2/16/2011,First Class,Consumer,Office Supplies,76.5,3,0,27.54,5.52
991,2/16/2011,Standard Class,Consumer,Office Supplies,56.352,8,0.4,-3.808,5.46
992,2/16/2011,Standard Class,Consumer,Technology,102.6168,2,0.402,-38.1032,4.37
993,2/16/2011,Standard Class,Home Office,Office Supplies,41.472,2,0.1,0.912,3.79
994,2/16/2011,Standard Class,Consumer,Office Supplies,24.8004,2,0.17,8.9604,3.71
995,2/16/2011,Standard Class,Consumer,Office Supplies,48.72,2,0,19.44,3.6
996,2/16/2011,Standard Class,Corporate,Office Supplies,29.85,1,0,6.84,2.43
997,2/16/2011,Second Class,Corporate,Office Supplies,25.92,4,0,12.4416,2.05
998,2/16/2011,First Class,Consumer,Office Supplies,17.16,3,0,4.62,1.49
999,2/16/2011,Standard Class,Consumer,Office Supplies,20.16,3,0.4,0.3,1.33
1000,2/16/2011,Same Day,Corporate,Office Supplies,52.59,1,0,12.6,0.02
1001,2/16/2011,Second Class,Consumer,Furniture,1648.44,6,0,609.84,109.13
1002,2/16/2011,Standard Class,Corporate,Technology,222.56,4,0,13.28,42.28
1003,2/16/2011,Standard Class,Home Office,Office Supplies,185.76,6,0,3.6,16.39
1004,2/16/2011,Standard Class,Consumer,Office Supplies,139.77,3,0,20.88,10.78
1005,2/16/2011,Second Class,Consumer,Office Supplies,148.96,8,0,28.16,10.38
1006,2/16/2011,Standard Class,Corporate,Technology,165.54824,2,0.002,49.42824,9.54
1007,2/16/2011,Standard Class,Home Office,Office Supplies,74.304,6,0.6,-107.856,7.04
1008,2/16/2011,Standard Class,Home Office,Furniture,38.26,1,0,6.88,4.25
1009,2/16/2011,Standard Class,Home Office,Technology,37.84,2,0,2.24,3.94
1010,2/17/2011,Standard Class,Home Office,Office Supplies,38.58,3,0,7.68,3.51
1011,2/17/2011,Standard Class,Corporate,Office Supplies,26.64,2,0.5,-21.9,2.11
1012,2/17/2011,Standard Class,Consumer,Office Supplies,16.448,2,0.2,5.5512,1.82
1013,2/17/2011,Standard Class,Consumer,Office Supplies,27.36,3,0,13.68,1.54
1014,2/17/2011,Standard Class,Corporate,Office Supplies,17.01,2,0.5,-1.05,0.9
1015,2/17/2011,Standard Class,Consumer,Office Supplies,15.48,1,0,2.61,0.82
1016,2/17/2011,Standard Class,Consumer,Office Supplies,5.91,1,0,2.1,0.51
1017,2/17/2011,First Class,Consumer,Technology,440.88,4,0,39.6,66.08
1018,2/17/2011,First Class,Consumer,Office Supplies,883.8,10,0,70.5,42
1019,2/17/2011,Second Class,Corporate,Technology,115.44,1,0,49.62,20.22
1020,2/18/2011,Standard Class,Consumer,Office Supplies,148.878,3,0.1,14.868,14.97
1021,2/18/2011,Second Class,Consumer,Office Supplies,83.84,2,0.2,27.248,8.82
1022,2/18/2011,Second Class,Corporate,Office Supplies,58.98,2,0,12.36,6.06
1023,2/18/2011,Standard Class,Home Office,Office Supplies,30.24,2,0,10.86,3.76
1024,2/18/2011,Standard Class,Home Office,Office Supplies,27.36,3,0,5.94,3.33
1025,2/18/2011,Second Class,Consumer,Office Supplies,13.272,3,0.2,4.3134,2.26
1026,2/18/2011,Second Class,Corporate,Furniture,52.86,2,0,14.76,1.77
1027,2/18/2011,Second Class,Home Office,Office Supplies,6.822,2,0.7,-10.698,0.35
1028,2/18/2011,Second Class,Corporate,Office Supplies,4.41,1,0,0,0.19
1029,2/18/2011,Standard Class,Home Office,Technology,554.76,3,0,0,83.22
1030,2/18/2011,Same Day,Consumer,Office Supplies,354.9,5,0,17.745,74.5
1031,2/18/2011,Standard Class,Consumer,Office Supplies,90.56,8,0,25.28,11.87
1032,2/18/2011,Standard Class,Consumer,Office Supplies,89.58,3,0,15.18,6.54
1033,2/18/2011,Standard Class,Consumer,Technology,94.44,2,0.6,-25.98,4.07
1034,2/18/2011,Standard Class,Consumer,Technology,43.281,1,0.7,-92.349,3.02
1035,2/18/2011,Standard Class,Consumer,Office Supplies,15.552,3,0.2,2.3328,1.31
1036,2/19/2011,Same Day,Consumer,Furniture,512.76,6,0,246.12,154.31
1037,2/19/2011,First Class,Corporate,Furniture,507.276,4,0.1,174.636,141.04
1038,2/19/2011,Same Day,Consumer,Technology,585.98568,6,0.002,180.74568,126.77
1039,2/21/2011,First Class,Home Office,Furniture,657.84,4,0,184.08,117.08
1040,2/21/2011,Standard Class,Consumer,Technology,1063.9678,5,0.002,-2.1322,107.66
1041,2/21/2011,Standard Class,Consumer,Office Supplies,526.64,4,0,21.04,38.56
1042,2/21/2011,Standard Class,Corporate,Office Supplies,232.55,5,0,9.302,36.46
1043,2/21/2011,Standard Class,Consumer,Technology,292.8,6,0,46.8,31.66
1044,2/21/2011,Standard Class,Consumer,Technology,207.54,3,0,64.32,23.32
1045,2/21/2011,Same Day,Consumer,Office Supplies,119.56,2,0,40.64,21.56
1046,2/21/2011,Standard Class,Corporate,Technology,99.98,2,0,42.9914,14.42
1047,2/21/2011,First Class,Corporate,Office Supplies,92.88,6,0,15.66,13.37
1048,2/21/2011,First Class,Home Office,Technology,145.98,1,0,65.67,12.88
1049,2/21/2011,Standard Class,Consumer,Office Supplies,50.7,2,0,13.68,10.03
1050,2/21/2011,Standard Class,Consumer,Office Supplies,75.76,4,0,31.04,9.73
1051,2/21/2011,Standard Class,Consumer,Office Supplies,79.36,4,0,23.808,6.63
1052,2/21/2011,Standard Class,Corporate,Office Supplies,85.95,5,0,32.55,6.26
1053,2/21/2011,Standard Class,Consumer,Office Supplies,48.06,2,0,12.96,5.35
1054,2/21/2011,Standard Class,Consumer,Office Supplies,35.928,6,0.6,-21.672,4.99
1055,2/21/2011,Standard Class,Consumer,Office Supplies,59.4,9,0,18.9,4.32
1056,2/21/2011,Standard Class,Consumer,Office Supplies,18.68,2,0,0.92,3.54
1057,2/21/2011,Standard Class,Consumer,Office Supplies,32.4,3,0,16.2,3.09
1058,2/21/2011,Standard Class,Home Office,Office Supplies,16.86,1,0,6.06,2.73
1059,2/21/2011,Standard Class,Home Office,Office Supplies,27.27,1,0,4.62,2.71
1060,2/22/2011,Standard Class,Home Office,Office Supplies,18.9,6,0,9.072,2.66
1061,2/22/2011,Standard Class,Consumer,Office Supplies,40.5,3,0,19.8,1.99
1062,2/22/2011,Standard Class,Corporate,Office Supplies,19.44,3,0,9.3312,1.74
1063,2/22/2011,First Class,Corporate,Office Supplies,7.184,2,0.2,2.245,1.62
1064,2/22/2011,Standard Class,Consumer,Technology,26.628,1,0.6,-10.662,1.35
1065,2/22/2011,Standard Class,Corporate,Office Supplies,12.96,2,0,6.3504,1.33
1066,2/22/2011,First Class,Home Office,Office Supplies,8.16,1,0,3.81,1.17
1067,2/22/2011,Second Class,Home Office,Office Supplies,7.83,1,0,3.21,0.88
1068,2/22/2011,Standard Class,Consumer,Furniture,5.47,1,0,2.3521,0.24
1069,2/22/2011,Standard Class,Consumer,Furniture,2833.76,10,0.2,35.36,269.94
1070,2/22/2011,Standard Class,Corporate,Furniture,1112.697,3,0.1,259.587,170.12
1071,2/22/2011,Standard Class,Consumer,Technology,1413.45,5,0.1,502.5,161.76
1072,2/22/2011,Second Class,Consumer,Technology,379.08,2,0,26.52,58.73
1073,2/22/2011,Standard Class,Consumer,Technology,369.09,3,0,14.76,32.71
1074,2/22/2011,Standard Class,Consumer,Office Supplies,228.75,5,0,105.15,26.68
1075,2/22/2011,Standard Class,Consumer,Office Supplies,187.68,8,0,63.6,20.83
1076,2/22/2011,First Class,Consumer,Office Supplies,82.044,8,0.47,-32.676,20.1
1077,2/22/2011,Standard Class,Home Office,Furniture,111.6,5,0,4.35,13.26
1078,2/22/2011,Second Class,Consumer,Office Supplies,99,2,0,32.64,13.19
1079,2/22/2011,First Class,Consumer,Technology,41.832,1,0.17,-8.088,12.86
1080,2/23/2011,Standard Class,Home Office,Technology,65.13,1,0,2.58,11.73
1081,2/23/2011,First Class,Consumer,Office Supplies,37.84,2,0.2,2.838,8.83
1082,2/23/2011,First Class,Consumer,Office Supplies,55.6017,1,0.17,0.6417,7.34
1083,2/23/2011,Standard Class,Corporate,Office Supplies,55.38,2,0,4.38,6.42
1084,2/23/2011,Same Day,Consumer,Furniture,27.46,2,0,9.8856,6.23
1085,2/23/2011,Standard Class,Home Office,Office Supplies,34.92,4,0,10.8,5.92
1086,2/23/2011,Standard Class,Corporate,Office Supplies,97.17,1,0,35.94,5.91
1087,2/23/2011,Standard Class,Consumer,Office Supplies,25.38,1,0,8.37,4.47
1088,2/23/2011,Standard Class,Consumer,Office Supplies,46.8,4,0,21.06,2.49
1089,2/23/2011,Standard Class,Corporate,Office Supplies,30.96,3,0,13.59,2.47
1090,2/23/2011,Standard Class,Home Office,Office Supplies,25.92,3,0,10.08,2.37
1091,2/24/2011,Second Class,Corporate,Furniture,75.78,3,0,30.24,2.21
1092,2/24/2011,First Class,Corporate,Furniture,12.18,7,0,3.8976,2.13
1093,2/24/2011,First Class,Consumer,Office Supplies,5.472,6,0.2,1.8468,1.68
1094,2/24/2011,First Class,Corporate,Office Supplies,57.68,4,0,19.0344,1.24
1095,2/24/2011,Same Day,Corporate,Technology,467.04,7,0,0,176.88
1096,2/24/2011,Same Day,Corporate,Office Supplies,324.52,7,0,155.68,99.36
1097,2/24/2011,Standard Class,Home Office,Technology,388.125,3,0.5,-357.075,30.86
1098,2/24/2011,Standard Class,Consumer,Furniture,353.568,2,0.2,-44.196,21.64
1099,2/24/2011,Standard Class,Corporate,Office Supplies,122.88,4,0,9.72,12.39
1100,2/24/2011,First Class,Home Office,Office Supplies,79.596,9,0.4,-33.264,9.17
1101,2/24/2011,Same Day,Corporate,Office Supplies,21.96,3,0,2.82,6.77
1102,2/24/2011,Standard Class,Consumer,Furniture,56.96,2,0,21.0752,4.73
1103,2/24/2011,Standard Class,Home Office,Office Supplies,14.49,1,0.7,-28.02,1.42
1104,2/24/2011,Standard Class,Consumer,Furniture,13.96,2,0,6.7008,1.2
1105,2/24/2011,Standard Class,Consumer,Office Supplies,15.56,4,0,4.0456,1.01
1106,2/24/2011,Standard Class,Home Office,Furniture,21.6,1,0.7,-35.28,0.98
1107,2/24/2011,Standard Class,Home Office,Office Supplies,16.224,2,0.2,5.8812,0.57
1108,2/24/2011,First Class,Consumer,Office Supplies,27.6,2,0.4,-3.68,0.35
1109,2/24/2011,Standard Class,Consumer,Office Supplies,799.848,7,0.1,-71.232,106.98
1110,2/24/2011,First Class,Corporate,Office Supplies,177.536,4,0.2,62.1376,34.66
1111,2/24/2011,First Class,Consumer,Office Supplies,278.85,13,0.45,-141.96,30.01
1112,2/25/2011,Standard Class,Consumer,Office Supplies,248.9004,6,0.17,35.9604,20.36
1113,2/25/2011,Standard Class,Consumer,Office Supplies,171.2,5,0,42.8,11.68
1114,2/25/2011,First Class,Consumer,Office Supplies,44.9295,7,0.45,-4.2105,6.91
1115,2/25/2011,First Class,Corporate,Office Supplies,32.432,2,0.2,3.2432,6.83
1116,2/25/2011,First Class,Consumer,Technology,29.238,1,0.45,-8.532,6.66
1117,2/25/2011,First Class,Consumer,Furniture,102.576,3,0.2,26.916,3.2
1118,2/25/2011,First Class,Consumer,Office Supplies,51.711,2,0.45,-23.529,1.77
1119,2/25/2011,Standard Class,Consumer,Office Supplies,21.84,3,0,10.92,1.04
1120,2/25/2011,Standard Class,Consumer,Office Supplies,15.6,5,0,7.644,0.8
1121,2/25/2011,Standard Class,Consumer,Office Supplies,7.77,1,0,0,0.19
1122,2/25/2011,Standard Class,Consumer,Furniture,1455.12,4,0,116.4,179.62
1123,2/25/2011,Second Class,Consumer,Office Supplies,1089.75,3,0,305.13,171.65
1124,2/25/2011,Standard Class,Consumer,Technology,616.2,5,0,36.9,105.5
1125,2/26/2011,Second Class,Corporate,Office Supplies,439.2,8,0,78.96,95.76
1126,2/26/2011,Second Class,Corporate,Furniture,728.64,2,0,36.42,91.98
1127,2/26/2011,Standard Class,Consumer,Furniture,1758.12,14,0,228.48,91.73
1128,2/26/2011,Standard Class,Consumer,Technology,963.36,4,0,154.08,87.26
1129,2/26/2011,Standard Class,Consumer,Furniture,735.12,6,0,29.34,69.66
1130,2/26/2011,Second Class,Consumer,Office Supplies,447.84,8,0,219.4416,64.74
1131,2/26/2011,Second Class,Consumer,Technology,399.96,5,0.2,34.9965,53.41
1132,2/26/2011,Standard Class,Corporate,Office Supplies,259.74,13,0,124.6752,39.43
1133,2/26/2011,Standard Class,Consumer,Technology,351.3,5,0,144,31.2
1134,2/26/2011,Standard Class,Corporate,Technology,255.42,9,0,104.7222,25.56
1135,2/26/2011,Standard Class,Corporate,Technology,332.24,4,0,6.64,25.04
1136,2/26/2011,Standard Class,Consumer,Technology,379.44,8,0,128.88,24.52
1137,2/26/2011,Standard Class,Consumer,Technology,333.48,2,0,49.98,24.14
1138,2/26/2011,Standard Class,Consumer,Technology,129.84,4,0,38.88,23.76
1139,2/26/2011,Standard Class,Consumer,Office Supplies,282.8,2,0,90.48,19.48
1140,2/26/2011,Standard Class,Consumer,Office Supplies,247.44,8,0,76.56,18.62
1141,2/26/2011,First Class,Consumer,Office Supplies,101.64,7,0,33.39,17.59
1142,2/26/2011,Second Class,Consumer,Office Supplies,242.55,11,0,43.56,17.1
1143,2/26/2011,Standard Class,Consumer,Office Supplies,164.07,3,0,16.38,16.18
1144,2/26/2011,Second Class,Consumer,Office Supplies,109.6845,5,0.17,6.4845,15.8
1145,2/27/2011,Second Class,Consumer,Office Supplies,158.9,5,0,7.945,15.1
1146,2/28/2011,Standard Class,Corporate,Office Supplies,101.96,2,0,27.5292,14.52
1147,2/28/2011,Second Class,Corporate,Office Supplies,105.48,4,0,21,12.73
1148,2/28/2011,Standard Class,Consumer,Office Supplies,204.63,1,0,57.27,11.94
1149,2/28/2011,Standard Class,Consumer,Furniture,141.45,1,0,67.89,10.69
1150,2/28/2011,Standard Class,Corporate,Technology,148.59,1,0,28.23,9.57
1151,2/28/2011,Standard Class,Consumer,Office Supplies,204.15,1,0,53.07,8.7
1152,2/28/2011,Standard Class,Corporate,Office Supplies,124.011,1,0.1,-2.769,7.62
1153,2/28/2011,Second Class,Corporate,Office Supplies,41.49,3,0,6.57,7
1154,2/28/2011,Second Class,Consumer,Furniture,141.474,4,0.27,30.954,6.7
1155,2/28/2011,Second Class,Corporate,Furniture,143.79,1,0,4.29,5.85
1156,1/3/2011,Standard Class,Consumer,Office Supplies,41.88,4,0,14.16,5.71
1157,1/3/2011,Second Class,Consumer,Office Supplies,49.41,1,0,11.85,3.09
1158,1/3/2011,Standard Class,Consumer,Office Supplies,14.8,2,0,0,2.59
1159,1/3/2011,Standard Class,Consumer,Office Supplies,35.8,5,0,17.1,1.86
1160,1/3/2011,Standard Class,Consumer,Office Supplies,51.78,1,0,9.3,1.82
1161,1/3/2011,Standard Class,Consumer,Office Supplies,25.014,4,0.45,2.214,1.64
1162,1/3/2011,Second Class,Consumer,Office Supplies,13.184,1,0.2,4.7792,1.57
1163,1/3/2011,Standard Class,Consumer,Office Supplies,16.4,2,0,8,1.14
1164,1/3/2011,Standard Class,Corporate,Office Supplies,11.604,1,0.6,-5.526,0.54
1165,1/3/2011,Second Class,Consumer,Office Supplies,16.4,5,0,4.264,0.41
1166,1/3/2011,Standard Class,Consumer,Office Supplies,8.25,1,0,1.14,0.37
1167,1/3/2011,First Class,Consumer,Furniture,589.41,5,0.1,-6.549,214.81
1168,1/3/2011,Standard Class,Home Office,Technology,1292.34,4,0.15,-136.86,133.86
1169,1/3/2011,Standard Class,Consumer,Furniture,879.6,8,0,96.72,101.23
1170,1/3/2011,Second Class,Corporate,Technology,285.20844,3,0.002,65.12844,64.92
1171,1/3/2011,Standard Class,Home Office,Furniture,859.04,7,0.6,-365.12,40.28
1172,1/3/2011,Standard Class,Home Office,Technology,567.528,4,0.15,73.368,40.08
1173,1/3/2011,Second Class,Home Office,Furniture,349.6986,3,0.07,142.8786,33.1
1174,1/3/2011,Standard Class,Consumer,Technology,520.68,2,0,93.72,30.83
1175,1/3/2011,Standard Class,Consumer,Technology,279.68,4,0,25.12,30.51
1176,2/3/2011,Standard Class,Home Office,Office Supplies,276.15,7,0,16.38,27.28
1177,2/3/2011,Standard Class,Home Office,Technology,224.37648,6,0.602,-266.18352,19.47
1178,2/3/2011,Standard Class,Home Office,Furniture,292.68,6,0,146.34,19.42
1179,2/3/2011,Standard Class,Consumer,Office Supplies,95.648,2,0.2,31.0856,18.81
1180,2/3/2011,Second Class,Corporate,Office Supplies,105.36,8,0.5,-6.48,10.59
1181,2/3/2011,Standard Class,Home Office,Technology,211.992,3,0.6,-132.528,9.24
1182,2/3/2011,Second Class,Home Office,Office Supplies,272.3562,6,0.17,-46.0638,7.13
1183,3/3/2011,Standard Class,Home Office,Technology,77.856,2,0.6,-33.104,6.71
1184,3/3/2011,Standard Class,Home Office,Office Supplies,76.788,2,0.1,1.668,5.72
1185,3/3/2011,Standard Class,Consumer,Office Supplies,54.44,2,0,20.12,4.19
1186,3/3/2011,Standard Class,Home Office,Office Supplies,85.05,5,0,35.7,3.91
1187,3/3/2011,First Class,Consumer,Furniture,37.8,2,0,11.7,3.9
1188,3/3/2011,Standard Class,Consumer,Office Supplies,30.3,1,0,13.92,2.57
1189,3/3/2011,Standard Class,Home Office,Office Supplies,18.96,3,0.6,-27.54,1.61
1190,3/3/2011,Standard Class,Home Office,Furniture,38.144,1,0.8,-87.736,1.53
1191,3/3/2011,Standard Class,Home Office,Technology,27.968,1,0.6,-35.672,1.41
1192,3/3/2011,Standard Class,Consumer,Office Supplies,14.45,5,0,6.7915,1.41
1193,3/3/2011,Standard Class,Home Office,Office Supplies,56.76,3,0,24.96,1.36
1194,3/3/2011,Standard Class,Consumer,Office Supplies,10.76,1,0,1.5,1.27
1195,3/3/2011,Standard Class,Consumer,Office Supplies,29.24,4,0,13.7428,1.04
1196,3/3/2011,Standard Class,Home Office,Technology,361.08,5,0.15,131.58,0.82
1197,3/3/2011,Standard Class,Home Office,Office Supplies,53.928,7,0.6,-75.572,0.81
1198,3/3/2011,Standard Class,Home Office,Office Supplies,49.26,2,0,4.92,0.6
1199,3/3/2011,Standard Class,Consumer,Office Supplies,16.92,1,0,4.38,0.5
1200,3/3/2011,Same Day,Home Office,Office Supplies,28.992,4,0.2,8.272,0.38
1201,3/3/2011,Standard Class,Home Office,Office Supplies,2.4,1,0.6,-2.04,0.15
1202,3/3/2011,Standard Class,Home Office,Office Supplies,7.872,3,0.6,-4.368,0.11
1203,3/3/2011,Standard Class,Home Office,Technology,3991.98,2,0,1995.99,276.89
1204,3/3/2011,Standard Class,Home Office,Furniture,1380.9,5,0,303.7,261.26
1205,3/3/2011,Second Class,Corporate,Technology,820.488,8,0.15,183.288,246.09
1206,3/3/2011,Second Class,Corporate,Office Supplies,1401.84,4,0,126.16,210.64
1207,3/3/2011,Second Class,Consumer,Furniture,1046.25,5,0.55,-976.5,163.02
1208,3/3/2011,Standard Class,Consumer,Furniture,1035.72,6,0,320.94,91.87
1209,3/3/2011,Second Class,Corporate,Technology,1028.16,7,0,20.37,77.63
1210,3/3/2011,Standard Class,Consumer,Technology,666.344,7,0.2,66.6344,60.85
1211,3/3/2011,Standard Class,Home Office,Technology,275.94,6,0,80.0226,57.31
1212,3/3/2011,Second Class,Consumer,Office Supplies,1086.18,3,0,32.58,55.81
1213,3/3/2011,Standard Class,Home Office,Technology,360,4,0,129.6,41.89
1214,3/3/2011,Second Class,Consumer,Office Supplies,230.202,2,0.1,5.082,32.56
1215,3/3/2011,First Class,Corporate,Technology,252.27,3,0,17.64,29.95
1216,3/3/2011,Second Class,Corporate,Technology,226.5165,1,0.15,26.6265,29.61
1217,4/3/2011,Second Class,Consumer,Furniture,331.02,3,0,0,28.52
1218,4/3/2011,Second Class,Consumer,Furniture,248.85,7,0.25,-3.36,28.46
1219,4/3/2011,Standard Class,Corporate,Technology,486.66,2,0,243.3,28.3
1220,4/3/2011,Standard Class,Consumer,Technology,447.968,4,0.2,139.99,28.25
1221,4/3/2011,First Class,Consumer,Technology,137.784,2,0.6,-75.816,24.18
1222,4/3/2011,Standard Class,Home Office,Furniture,130.08,4,0,57.2,23.14
1223,4/3/2011,Second Class,Consumer,Furniture,141.44,4,0,67.84,19.47
1224,5/3/2011,Second Class,Corporate,Office Supplies,237.75,5,0,42.75,16.22
1225,5/3/2011,Standard Class,Consumer,Furniture,573.728,4,0.2,-64.5444,15.96
1226,5/3/2011,Second Class,Consumer,Office Supplies,45.12,2,0,22.08,14.6
1227,5/3/2011,Standard Class,Home Office,Furniture,135.882,1,0.1,24.1568,13.66
1228,5/3/2011,Second Class,Consumer,Office Supplies,125.895,7,0.5,-75.705,11.81
1229,5/3/2011,Standard Class,Consumer,Office Supplies,167.58,6,0,68.58,10.45
1230,5/3/2011,Second Class,Corporate,Office Supplies,134.37,3,0,57.69,9.6
1231,5/3/2011,Same Day,Consumer,Office Supplies,79.92,6,0,32.76,9.47
1232,5/3/2011,Standard Class,Consumer,Furniture,171.153,3,0.1,34.173,9.46
1233,5/3/2011,Second Class,Consumer,Office Supplies,102.87,3,0,40.05,9.43
1234,5/3/2011,Standard Class,Corporate,Furniture,137.84,4,0,67.52,8.78
1235,5/3/2011,Standard Class,Consumer,Office Supplies,97.68,2,0,11.7,8.32
1236,5/3/2011,Second Class,Consumer,Technology,65.5875,3,0.45,-32.2425,7.79
1237,5/3/2011,First Class,Consumer,Technology,44.448,2,0.6,-66.672,7.64
1238,5/3/2011,Standard Class,Consumer,Office Supplies,75.06,6,0.7,-145.26,7.36
1239,5/3/2011,First Class,Consumer,Furniture,118.656,6,0.6,-157.284,6.08
1240,5/3/2011,Standard Class,Consumer,Furniture,35.34,2,0,13.4292,5.83
1241,5/3/2011,First Class,Corporate,Office Supplies,30.618,3,0.4,3.528,5.19
1242,5/3/2011,Standard Class,Corporate,Technology,59.34,2,0,4.14,3.82
1243,5/3/2011,First Class,Consumer,Office Supplies,17.688,2,0.6,-18.612,3.7
1244,5/3/2011,Standard Class,Home Office,Office Supplies,43.57,1,0,13.071,3.64
1245,5/3/2011,First Class,Corporate,Office Supplies,13.14,2,0,5.22,3.48
1246,5/3/2011,Second Class,Consumer,Office Supplies,17.19,3,0.5,-3.15,3.27
1247,5/3/2011,Standard Class,Consumer,Office Supplies,55.35,9,0,11.07,3.14
1248,5/3/2011,Second Class,Corporate,Office Supplies,58.24,5,0.2,5.096,2.82
1249,5/3/2011,Standard Class,Home Office,Office Supplies,27.5,5,0,0.8,2.69
1250,5/3/2011,Standard Class,Corporate,Office Supplies,20.96,4,0,9.6,2.3
